体育频道,#genre#
Champions TV 3  Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165326&pathid=2
Champions TV 2 Live Online_高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165325&pathid=0
Champions TV 2 Live Online_高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165325&pathid=1
Champions TV 2 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165325&pathid=2
Champions TV 1  Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165324&pathid=0
Champions TV 1  Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165324&pathid=1
Champions TV 1  Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165324&pathid=2
True Premier Football 2 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165323&pathid=0
True Premier Football 2 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165323&pathid=1
True Premier Football 1 Live Online_高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165322&pathid=0
True Premier Football 1 Live Online_高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165322&pathid=1
True Premier Football 1 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165322&pathid=2
Astro Supersports 5  Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165321&pathid=0
Astro Supersports 5  Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165321&pathid=1
Astro Supersports 5  Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165321&pathid=2
Astro Supersports 5  Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165321&pathid=3
Astro Supersports 5  Live Online_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165321&pathid=4
Astro Supersports 4 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165320&pathid=0
Astro Supersports 4 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165320&pathid=1
Astro Supersports 4 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165320&pathid=2
Astro Supersports 4 Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165320&pathid=3
Astro Supersports 4 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165320&pathid=4
Astro Supersports 3 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165319&pathid=0
Astro Supersports 3 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165319&pathid=1
Astro Supersports 3 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165319&pathid=2
Astro Supersports 3 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165319&pathid=3
Astro Supersports 2 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165318&pathid=0
Astro Supersports 2 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165318&pathid=1
Astro Supersports 2 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165318&pathid=2
Astro Supersports 2 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165318&pathid=3
Astro Supersports 1 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165317&pathid=0
Astro Supersports 1 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165317&pathid=1
Astro Supersports 1 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165317&pathid=2
Astro Supersports 1 Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=260165317&pathid=3
NHL NETWORK Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490568&pathid=0
NHL NETWORK Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490568&pathid=1
NHL NETWORK Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490568&pathid=2
NHL NETWORK Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490568&pathid=3
ESPNU Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490567&pathid=0
MLB Network Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490566&pathid=0
MLB Network Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490566&pathid=1
Big Ten Network Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490565&pathid=0
NBC Sports Network Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490564&pathid=0
NBC Sports Network Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490564&pathid=1
Golf Channel Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490563&pathid=0
Golf Channel Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490563&pathid=1
Golf Channel Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490563&pathid=2
SEC Network Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490562&pathid=0
ESPN2 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490561&pathid=0
ESPN2 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490561&pathid=1
Fox Sports 2 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490560&pathid=0
Fox Sports 2 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490560&pathid=1
Fox Sports 1 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490559&pathid=0
Fox Sports 1 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490559&pathid=1
NFL Network Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490558&pathid=0
NFL Network Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490558&pathid=1
NFL Network Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490558&pathid=2
ESPN Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490557&pathid=0
ESPN Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490557&pathid=1
ESPN Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490557&pathid=2
ESPN Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490557&pathid=3
Astro Super sports 2 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490556&pathid=0
Astro Super sports 2 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490556&pathid=1
Astro Super sports 2 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490556&pathid=2
Astro Super sports 1 Live Online_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490555&pathid=0
Astro Super sports 1 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=490555&pathid=1
纬来体育 Live Online_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=0
纬来体育 Live Online_备用2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=1
纬来体育 Live Online_HL-TVA,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=2
纬来体育 Live Online_US-TVA,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=3
纬来体育 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=4
纬来体育 Live Online_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=726&pathid=5
NBA TV  sp Live Online_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=653&pathid=0
NBA TV  sp Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=653&pathid=1
NBA TV  sp Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=653&pathid=2
NBA TV  sp Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=653&pathid=3
CCTV5体育频道 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=0
CCTV5体育频道 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=1
CCTV5体育频道 Live Online_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=2
CCTV5体育频道 Live Online_7,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=3
CCTV5体育频道 Live Online_8,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=4
CCTV5体育频道 Live Online_9,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=612&pathid=5
CCTV5+体育赛事频道 Live Online_高清1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=0
CCTV5+体育赛事频道 Live Online_高清1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=1
CCTV5+体育赛事频道 Live Online_高清2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=2
CCTV5+体育赛事频道 Live Online_备用高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=3
CCTV5+体育赛事频道 Live Online_高清4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=4
CCTV5+体育赛事频道 Live Online_高清5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=5
CCTV5+体育赛事频道 Live Online_7,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=6
CCTV5+体育赛事频道 Live Online_8,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=611&pathid=7
五星体育频道 Live Online_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=0
五星体育频道 Live Online_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=1
五星体育频道 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=2
五星体育频道 Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=3
五星体育频道 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=4
五星体育频道 Live Online_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=5
五星体育频道 Live Online_7,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=608&pathid=6
广东体育频道 Live Online_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=0
广东体育频道 Live Online_线路2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=1
广东体育频道 Live Online_备用,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=2
广东体育频道 Live Online_4,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=3
广东体育频道 Live Online_5,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=4
广东体育频道 Live Online_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=5
广东体育频道 Live Online_7,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=6
广东体育频道 Live Online_8,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=7
广东体育频道 Live Online_9,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=8
广东体育频道 Live Online_10,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=9
广东体育频道 Live Online_11,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=10
广东体育频道 Live Online_12,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=607&pathid=11
Abu Dhabi Sports 1 Live Online_Link2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=598&pathid=0
Abu Dhabi Sports 1 Live Online_Link3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=598&pathid=1
Abu Dhabi Sports 1 Live Online_3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=598&pathid=2
Abu Dhabi Sports 2 Live Online_link1,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=597&pathid=0
Abu Dhabi Sports 2 Live Online_link2,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=597&pathid=1
Abu Dhabi Sports 2 Live Online_link3,https://www.chaojidianshi.net/e/DownSys/play/?classid=4&id=597&pathid=2
央视直播,#genre#
CCTV-中学生频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=131&pathid=0
CCTV-老故事频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=132&pathid=0
CCTV-新科动漫频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=133&pathid=0
CCTV-证券资讯频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=134&pathid=0
CHC家庭影院频道直播_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=135&pathid=0
CHC动作电影频道直播_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=136&pathid=0
CHC高清电影频道直播_线路1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=137&pathid=0
CCTV-高尔夫网球频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=138&pathid=0
CCTV-高尔夫网球频道直播_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=138&pathid=1
CCTV-电视指南频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=139&pathid=0
CCTV-央视文化精品频道直播_rtmp,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=140&pathid=0
CCTV-女性时尚频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=141&pathid=0
CCTV-发现之旅频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=142&pathid=0
CCTV-世界地理频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=143&pathid=0
CCTV-国防军事频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=144&pathid=0
CCTV-怀旧剧场频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=145&pathid=0
CCTV-第一剧场频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=146&pathid=0
CCTV-风云剧场频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=147&pathid=0
CCTV-风云音乐频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=148&pathid=0
CCTV-风云足球频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=149&pathid=0
CCTV-俄语国际频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=150&pathid=0
CCTV-俄语国际频道直播_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=150&pathid=1
CCTV-阿拉伯语国际频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=151&pathid=0
CCTV-阿拉伯语国际频道直播_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=151&pathid=1
CCTV-F法语国际频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=152&pathid=0
CCTV-F法语国际频道直播_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=152&pathid=1
CCTV-E西班牙语国际频道直播_1,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=153&pathid=0
CCTV-E西班牙语国际频道直播_2,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=153&pathid=1
CCTV5+体育赛事频道直播_YM,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=0
CCTV5+体育赛事频道直播_YN-HL,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=1
CCTV5+体育赛事频道直播_YN-US,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=2
CCTV5+体育赛事频道直播_备用高清,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=3
CCTV5+体育赛事频道直播_IPTV-MS,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=4
CCTV5+体育赛事频道直播_6,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=5
CCTV5+体育赛事频道直播_7,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=6
CCTV5+体育赛事频道直播_8,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=7
CCTV5+体育赛事频道直播_9,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=8
CCTV5+体育赛事频道直播_10,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=154&pathid=9
CCTV15音乐频道直播_SF,https://www.chaojidianshi.net/e/DownSys/play/?classid=1&id=155&pathid=0
